time,mag,place
2022-03-20T06:01:54.371Z,0.40,"4 km NE of Sutcliffe, Nevada"
2022-03-20T05:55:37.136Z,1.10,"3 km NW of Walker, California"
2022-03-20T05:48:48.750Z,0.68,"11km ENE of Borrego Springs, CA"
2022-03-20T05:43:11.410Z,1.60,"16 km WNW of Four Mile Road, Alaska"
2022-03-20T05:39:42.900Z,1.60,"5km WNW of The Geysers, CA"
2022-03-20T05:15:28.390Z,1.38,"4 km NE of Coyle, Oklahoma"
2022-03-20T05:13:02.856Z,1.70,"82 km NNW of Yakutat, Alaska"
2022-03-20T04:51:03.331Z,1.60,"104 km S of McCarthy, Alaska"
2022-03-20T04:50:16.130Z,2.44,"18 km S of Guánica, Puerto Rico"
2022-03-20T04:37:46.030Z,0.73,"5 km ENE of Government Camp, Oregon"
2022-03-20T04:37:30.190Z,0.63,"29 km W of Lima, Montana"
2022-03-20T04:36:33.979Z,4.30,western Xizang
2022-03-20T04:36:07.190Z,1.97,Puerto Rico region
2022-03-20T04:28:46.100Z,-0.36,"84 km NNW of Karluk, Alaska"
2022-03-20T04:19:02.800Z,2.30,"4km W of Walker, CA"
2022-03-20T04:17:31.669Z,0.50,"41 km WNW of Karluk, Alaska"
2022-03-20T04:14:08.392Z,0.40,"4 km NNE of Sutcliffe, Nevada"
2022-03-20T04:13:46.550Z,0.36,"6km W of Cobb, CA"
2022-03-20T04:10:47.070Z,1.66,"6km NW of The Geysers, CA"
2022-03-20T04:06:32.050Z,0.85,"5km WNW of Cobb, CA"
2022-03-20T04:05:02.970Z,1.34,"Rat Islands, Aleutian Islands, Alaska"
2022-03-20T04:04:49.639Z,3.30,"119 km E of Chignik, Alaska"
2022-03-20T04:04:02.060Z,2.30,"2 km SSE of Yauco, Puerto Rico"
2022-03-20T03:58:43.990Z,1.70,"41 km NW of Ninilchik, Alaska"
2022-03-20T03:53:50.881Z,1.50,"26 km W of Salamatof, Alaska"
2022-03-20T03:36:13.000Z,2.21,"5km ESE of Aromas, CA"
2022-03-20T03:35:23.420Z,1.41,"30 km N of Leavenworth, Washington"
2022-03-20T03:32:18.459Z,0.50,"13 km E of Floriston, California"
2022-03-20T03:19:54.000Z,1.75,"7 km E of Pāhala, Hawaii"
2022-03-20T03:06:14.721Z,1.80,"32 km NW of Valdez, Alaska"
2022-03-20T02:57:44.200Z,0.97,"5km N of Yucca Valley, CA"
2022-03-20T02:53:49.208Z,2.10,"59 km SSE of Kokhanok, Alaska"
2022-03-20T02:43:34.985Z,2.40,"9 km NW of Viola, Kansas"
2022-03-20T02:33:57.151Z,3.20,"Rat Islands, Aleutian Islands, Alaska"
2022-03-20T02:22:41.280Z,0.74,"7km NW of The Geysers, CA"
2022-03-20T02:19:41.892Z,3.20,"53 km NE of Yakutat, Alaska"
2022-03-20T02:16:43.260Z,0.60,"10 km S of Dayton, Nevada"
2022-03-20T02:14:49.640Z,0.95,"9km ENE of Round Valley, CA"
2022-03-20T02:14:19.120Z,0.50,"7km NW of The Geysers, CA"
2022-03-20T02:13:11.401Z,4.70,"163 km S of Merizo Village, Guam"
2022-03-20T02:10:48.130Z,0.85,"6km WNW of Cobb, CA"
2022-03-20T02:06:00.990Z,1.40,"65 km ESE of Denali National Park, Alaska"
2022-03-20T02:03:59.520Z,2.44,"2 km S of Pāhala, Hawaii"
2022-03-20T01:58:36.518Z,3.90,"99 km NNW of Atka, Alaska"
2022-03-20T01:51:27.759Z,1.90,"36 km NE of Susitna North, Alaska"
2022-03-20T01:50:16.350Z,2.76,"12 km SSW of Volcano, Hawaii"
2022-03-20T01:49:50.130Z,1.44,"9 km E of Pāhala, Hawaii"
2022-03-20T01:47:54.550Z,0.01,"92 km N of Karluk, Alaska"
2022-03-20T01:36:20.269Z,0.69,"9 km ESE of Jefferson, Oklahoma"
2022-03-20T01:35:52.220Z,2.37,"2 km S of Pāhala, Hawaii"
2022-03-20T01:28:22.853Z,1.60,"61 km E of Cantwell, Alaska"
2022-03-20T01:11:39.250Z,4.10,"56 km NE of Miyako, Japan"
2022-03-20T01:08:04.459Z,1.19,"3 km WSW of Bridge Creek, Oklahoma"
2022-03-20T01:06:49.374Z,4.80,"40 km N of Nuku‘alofa, Tonga"
2022-03-20T01:01:55.252Z,3.30,"Rat Islands, Aleutian Islands, Alaska"
2022-03-20T00:44:32.600Z,0.36,"7km NW of The Geysers, CA"
2022-03-20T00:38:21.720Z,0.39,"6km NW of The Geysers, CA"
2022-03-20T00:33:31.339Z,2.30,"56 km S of Whites City, New Mexico"
2022-03-20T00:33:15.651Z,5.00,south of the Fiji Islands
2022-03-20T00:30:54.530Z,0.33,"10km NNW of Anza, CA"
2022-03-20T00:21:08.750Z,0.46,"7km NW of The Geysers, CA"
2022-03-20T00:20:44.920Z,0.06,"2km ESE of The Geysers, CA"
2022-03-20T00:09:39.818Z,4.40,southeast of the Loyalty Islands
2022-03-20T00:04:57.513Z,4.50,south of the Kermadec Islands
2022-03-20T00:01:55.559Z,1.70,"32 km NNE of Fishhook, Alaska"
2022-03-20T00:00:15.569Z,3.50,"9 km WNW of Viola, Kansas"
2022-03-19T23:55:34.480Z,0.70,"34 km E of West Yellowstone, Montana"
2022-03-19T23:54:37.610Z,0.66,"35 km E of West Yellowstone, Montana"
2022-03-19T23:53:51.111Z,4.60,"126 km E of Yamada, Japan"
2022-03-19T23:50:24.283Z,4.60,south of the Fiji Islands
2022-03-19T23:46:11.230Z,2.26,"6km W of Walker, CA"
2022-03-19T23:42:05.560Z,0.83,"8km SW of Idyllwild, CA"
2022-03-19T23:37:00.888Z,1.70,"38 km E of Chase, Alaska"
2022-03-19T23:36:38.650Z,0.95,"26km ENE of Alum Rock, CA"
2022-03-19T23:30:34.990Z,0.85,"7km WNW of Cobb, CA"
2022-03-19T23:26:41.852Z,4.10,"86 km SE of Ishinomaki, Japan"
2022-03-19T23:20:47.344Z,1.60,"81 km NNW of Yakutat, Alaska"
2022-03-19T23:19:45.664Z,4.60,"120 km NNE of Ba, Fiji"
2022-03-19T23:02:46.040Z,0.74,"60 km SE of Pedro Bay, Alaska"
2022-03-19T22:51:06.712Z,2.10,"57 km S of Whites City, New Mexico"
2022-03-19T22:40:12.463Z,4.60,south of the Fiji Islands
2022-03-19T22:38:45.100Z,2.60,"29 km SW of Atka, Alaska"
2022-03-19T22:28:43.100Z,1.75,"5 km ESE of Pāhala, Hawaii"
2022-03-19T22:22:52.414Z,4.50,"13 km N of Jordán, Colombia"
2022-03-19T22:21:53.350Z,1.47,"20km ESE of Little Lake, CA"
2022-03-19T22:17:57.273Z,4.70,south of the Fiji Islands
2022-03-19T22:12:47.200Z,0.33,"38 km NNE of Amboy, Washington"
2022-03-19T22:10:09.070Z,1.55,"7 km NE of Caruthersville, Missouri"
2022-03-19T22:07:49.590Z,4.50,south of the Fiji Islands
2022-03-19T22:01:04.960Z,4.70,south of the Fiji Islands
2022-03-19T21:56:09.230Z,1.21,"Rat Islands, Aleutian Islands, Alaska"
2022-03-19T21:55:26.030Z,1.61,"Rat Islands, Aleutian Islands, Alaska"
2022-03-19T21:52:55.140Z,2.58,"3 km S of Indios, Puerto Rico"
2022-03-19T21:51:29.669Z,4.40,"255 km SSE of Ambon, Indonesia"
2022-03-19T21:51:14.240Z,0.19,"3km SW of Anderson Springs, CA"
2022-03-19T21:51:06.750Z,3.51,"55 km WSW of Captain Cook, Hawaii"
2022-03-19T21:51:01.360Z,1.19,"3km SW of Anderson Springs, CA"
2022-03-19T21:39:20.618Z,4.70,South Sandwich Islands region
2022-03-19T21:38:43.860Z,0.78,"6km S of Pearblossom, CA"
2022-03-19T21:37:37.275Z,4.60,south of the Fiji Islands
2022-03-19T21:35:33.560Z,1.33,"5km SSW of Frazier Park, CA"
2022-03-19T21:33:18.374Z,4.70,south of the Fiji Islands
2022-03-19T21:29:57.307Z,2.80,"Rat Islands, Aleutian Islands, Alaska"
2022-03-19T21:26:26.469Z,2.00,"53 km E of Pedro Bay, Alaska"
2022-03-19T21:24:22.127Z,6.30,south of the Fiji Islands
2022-03-19T21:22:48.980Z,-0.16,"61 km SE of Pedro Bay, Alaska"
2022-03-19T21:17:38.133Z,3.30,"Rat Islands, Aleutian Islands, Alaska"
2022-03-19T21:13:46.930Z,2.29,"4 km SE of La Parguera, Puerto Rico"
2022-03-19T21:10:56.208Z,4.30,"67 km WNW of Ternate, Indonesia"
2022-03-19T21:05:07.856Z,4.70,"97 km WSW of Coquimbo, Chile"
2022-03-19T21:03:51.830Z,1.48,"39 km N of Ivanof Bay, Alaska"
2022-03-19T20:54:43.450Z,1.32,"7 km SW of Goltry, Oklahoma"
2022-03-19T20:50:53.380Z,0.84,"4 km S of Alex, Oklahoma"
2022-03-19T20:37:01.400Z,0.84,"6km NW of The Geysers, CA"
2022-03-19T20:35:22.090Z,1.74,"8 km E of Pāhala, Hawaii"
2022-03-19T20:30:19.340Z,0.85,"7km WNW of Cobb, CA"
2022-03-19T20:24:32.850Z,0.67,"6km NW of The Geysers, CA"
2022-03-19T20:18:25.819Z,1.70,"23 km SSW of Susitna, Alaska"
2022-03-19T20:17:01.298Z,4.90,"148 km WNW of Naha, Japan"
2022-03-19T20:06:54.820Z,-0.16,"87 km NNW of Karluk, Alaska"
2022-03-19T20:04:42.000Z,-0.35,"92 km N of Karluk, Alaska"
2022-03-19T20:04:39.844Z,1.60,"47 km E of Stevens Village, Alaska"
2022-03-19T19:57:11.690Z,-0.28,"92 km N of Karluk, Alaska"
2022-03-19T19:47:39.150Z,0.62,"10km SW of Searles Valley, CA"
2022-03-19T19:37:46.810Z,0.70,"1km N of The Geysers, CA"
2022-03-19T19:35:29.070Z,1.12,"18 km WSW of Leadore, Idaho"
2022-03-19T19:31:28.804Z,2.40,"4 km WNW of Nikolaevsk, Alaska"
2022-03-19T19:05:48.830Z,0.98,"1km W of Hillsborough, CA"
2022-03-19T19:00:23.128Z,0.80,"33 km WNW of Pahrump, Nevada"
2022-03-19T18:50:56.060Z,1.79,"16km SE of Lone Pine, CA"
2022-03-19T18:47:47.590Z,-0.49,"64 km ENE of Pedro Bay, Alaska"
2022-03-19T18:43:24.824Z,3.50,"64 km ENE of Ouzinkie, Alaska"
2022-03-19T18:36:00.950Z,0.35,"12 km SW of Toston, Montana"
2022-03-19T18:35:37.280Z,1.93,"9 km ENE of Pāhala, Hawaii"
2022-03-19T18:19:33.812Z,4.30,"6 km WNW of Rodotópi, Greece"
2022-03-19T18:11:11.801Z,2.00,"34 km NW of Ninilchik, Alaska"
2022-03-19T18:10:12.487Z,1.40,"35 km SE of Mina, Nevada"
2022-03-19T18:03:02.600Z,1.18,"7km WNW of Cobb, CA"
2022-03-19T17:57:22.270Z,0.84,"6km NW of The Geysers, CA"
2022-03-19T17:45:45.739Z,4.80,"199 km S of Burica, Panama"
2022-03-19T17:42:06.619Z,2.30,Southern Alaska
2022-03-19T17:35:09.460Z,3.01,"0 km W of Sumidero, Puerto Rico"
2022-03-19T17:33:27.710Z,1.78,"12 km ESE of Lincoln, Montana"
2022-03-19T17:28:03.440Z,0.93,"4km W of Cobb, CA"
2022-03-19T17:24:21.854Z,2.30,Alaska Peninsula
2022-03-19T17:22:36.040Z,3.50,"2 km WSW of Pāhala, Hawaii"
2022-03-19T17:09:09.090Z,0.86,"4km W of Cobb, CA"
2022-03-19T17:04:50.010Z,0.95,"67 km NE of Nikolski, Alaska"
2022-03-19T16:59:41.390Z,3.58,"4km ENE of Corralitos, CA"
2022-03-19T16:56:23.820Z,1.10,"11 km ESE of Fernley, Nevada"
2022-03-19T16:53:43.130Z,0.37,"4km W of Cobb, CA"
2022-03-19T16:52:45.850Z,1.18,"3 km NW of North Sultan, Washington"
2022-03-19T16:49:16.300Z,1.01,"2km SSW of Tres Pinos, CA"
2022-03-19T16:32:26.186Z,4.70,"Kepulauan Tanimbar, Indonesia"
2022-03-19T16:21:11.570Z,4.90,"136 km ESE of Kokopo, Papua New Guinea"
2022-03-19T16:20:17.786Z,1.00,"34 km SSW of Alamo, Nevada"
2022-03-19T16:18:32.090Z,1.15,"9km WNW of Cobb, CA"
2022-03-19T16:10:10.200Z,0.46,"7km W of Cobb, CA"
2022-03-19T16:07:11.860Z,0.74,"7km WNW of The Geysers, CA"
2022-03-19T16:04:52.810Z,2.21,"3km SE of The Geysers, CA"
2022-03-19T15:59:48.710Z,0.70,"3km WNW of Anderson Springs, CA"
2022-03-19T15:59:31.310Z,-0.46,"89 km N of Karluk, Alaska"
2022-03-19T15:51:14.580Z,-0.50,"88 km N of Karluk, Alaska"
2022-03-19T15:43:38.896Z,1.80,"33 km SE of Minto, Alaska"
2022-03-19T15:23:42.245Z,4.50,"11 km SW of Lugu, Taiwan"
2022-03-19T15:23:17.320Z,0.51,"36 km N of Ivanof Bay, Alaska"
2022-03-19T15:22:48.196Z,0.80,"4 km NNE of Sutcliffe, Nevada"
2022-03-19T15:22:11.720Z,1.60,"1km WNW of San Juan Bautista, CA"
2022-03-19T15:18:40.400Z,0.36,"8km NW of The Geysers, CA"
2022-03-19T15:17:42.550Z,1.20,"8km NW of The Geysers, CA"
2022-03-19T15:13:52.070Z,0.60,"24 km SSW of Kanosh, Utah"
2022-03-19T15:12:31.400Z,0.36,"7km WNW of Cobb, CA"
2022-03-19T15:10:07.880Z,0.48,"29 km N of Ivanof Bay, Alaska"
2022-03-19T15:09:42.714Z,5.20,Kermadec Islands region
2022-03-19T15:04:52.473Z,1.10,"3 km NNE of Sutcliffe, Nevada"
2022-03-19T15:04:22.500Z,0.36,"61 km SE of Pedro Bay, Alaska"
2022-03-19T15:00:57.847Z,0.00,"26 km SW of Mina, Nevada"
2022-03-19T14:56:11.265Z,0.80,"38 km SE of Mina, Nevada"
2022-03-19T14:54:15.916Z,4.20,"115 km SSW of Ust’-Kamchatsk Staryy, Russia"
2022-03-19T14:48:43.106Z,4.60,Kermadec Islands region
2022-03-19T14:39:48.836Z,1.60,"22 km SSW of Point Possession, Alaska"
2022-03-19T14:39:12.647Z,1.00,Nevada
2022-03-19T14:33:21.640Z,3.39,"10 km SSE of Maria Antonia, Puerto Rico"
2022-03-19T14:32:26.800Z,0.82,"16km N of Borrego Springs, CA"
2022-03-19T14:24:10.240Z,1.89,"8km NNE of Banning, CA"
2022-03-19T14:18:23.530Z,1.66,"27km SSW of Bodfish, CA"
2022-03-19T14:18:14.880Z,0.38,"24 km ENE of Ashford, Washington"
2022-03-19T14:14:44.210Z,1.34,"30km WNW of Desert Center, CA"
2022-03-19T14:10:17.936Z,4.60,"73 km SW of Labuan, Indonesia"
2022-03-19T14:06:40.440Z,1.68,"Rat Islands, Aleutian Islands, Alaska"
2022-03-19T13:57:39.620Z,0.78,"7 km NNE of Waterville, Washington"
2022-03-19T13:57:09.950Z,0.43,"3km SE of The Geysers, CA"
2022-03-19T13:45:28.710Z,1.14,"8km NW of The Geysers, CA"
2022-03-19T13:41:25.670Z,1.64,"19km WNW of Progreso, B.C., MX"
2022-03-19T13:40:54.200Z,1.90,"8km NNW of Pinnacles, CA"
2022-03-19T13:38:58.792Z,2.30,"53 km W of Anchor Point, Alaska"
2022-03-19T13:35:30.750Z,1.14,"12 km WSW of Georgetown, Idaho"
2022-03-19T13:31:44.560Z,0.96,"12km SW of Searles Valley, CA"
2022-03-19T13:31:36.180Z,1.76,"26km SSW of Bodfish, CA"
2022-03-19T13:29:23.687Z,4.50,"139 km WNW of Naha, Japan"
2022-03-19T13:20:06.540Z,0.15,"84 km NW of Karluk, Alaska"
2022-03-19T13:16:32.514Z,1.60,Central Alaska
2022-03-19T13:14:39.730Z,0.21,"3km NNW of The Geysers, CA"
2022-03-19T13:07:42.418Z,4.40,"60 km NW of Kirakira, Solomon Islands"
2022-03-19T13:04:22.465Z,4.30,"22 km SSE of Arys, Kazakhstan"
2022-03-19T12:58:28.930Z,2.10,"2 km SE of Pāhala, Hawaii"
2022-03-19T12:58:03.960Z,2.53,"5km W of Walker, CA"
2022-03-19T12:56:29.240Z,0.20,"3 km W of Benton City, Washington"
2022-03-19T12:40:05.760Z,2.80,"6 km SE of Gardendale, Texas"
2022-03-19T12:39:03.970Z,2.11,"9 km ENE of Pāhala, Hawaii"
2022-03-19T12:34:34.970Z,-0.10,Washington-Oregon border region
2022-03-19T12:26:22.627Z,2.60,Kansas
2022-03-19T12:26:05.040Z,0.65,"5km SSW of Redlands, CA"
2022-03-19T12:25:26.123Z,4.70,"91 km SE of Dārāb, Iran"
2022-03-19T12:25:08.129Z,1.70,"3 km N of Carter Springs, Nevada"
2022-03-19T12:24:05.835Z,1.30,"3 km S of Coleville, California"
2022-03-19T12:19:35.060Z,1.84,"8 km E of Pāhala, Hawaii"
2022-03-19T12:16:24.990Z,2.25,"5km W of Walker, CA"
2022-03-19T11:55:02.510Z,0.71,"7km WNW of Cobb, CA"
2022-03-19T11:46:11.039Z,2.11,"4 km SSE of Tuttle, Oklahoma"
2022-03-19T11:44:03.117Z,4.60,south of the Kermadec Islands
2022-03-19T11:43:52.240Z,1.51,"5km N of Millville, CA"
2022-03-19T11:43:47.040Z,0.53,"22km E of Julian, CA"
2022-03-19T11:43:06.480Z,0.36,"8km WNW of The Geysers, CA"
2022-03-19T11:36:30.309Z,1.30,"13 km E of Fernley, Nevada"
2022-03-19T11:36:26.240Z,0.28,"3km E of Mammoth Lakes, CA"
2022-03-19T11:32:26.770Z,0.76,"6km NNW of Beaumont, CA"
2022-03-19T11:30:15.060Z,2.42,"0 km SSW of Maria Antonia, Puerto Rico"
2022-03-19T11:29:26.873Z,2.10,"5 km S of Skwentna, Alaska"
2022-03-19T11:26:56.170Z,0.85,"11 km W of Crescent, Oklahoma"
2022-03-19T11:21:46.497Z,2.30,"44 km W of Nanwalek, Alaska"
2022-03-19T11:18:04.198Z,4.70,south of the Kermadec Islands
2022-03-19T11:17:20.140Z,1.20,"3 km WNW of Walker, California"
2022-03-19T11:14:49.668Z,2.20,"6 km SSE of Port Graham, Alaska"
2022-03-19T11:10:13.910Z,0.76,"15km WSW of Searles Valley, CA"
2022-03-19T11:09:17.710Z,-0.05,"87 km NW of Karluk, Alaska"
2022-03-19T11:06:02.380Z,1.82,"108 km WSW of Adak, Alaska"
2022-03-19T11:04:50.830Z,2.71,"4km W of Walker, CA"
2022-03-19T11:03:11.260Z,1.23,"7 km NNW of Ridgely, Tennessee"
2022-03-19T10:59:57.360Z,1.06,"14km WSW of Willits, CA"
2022-03-19T10:59:34.588Z,1.60,"28 km N of Glacier View, Alaska"
2022-03-19T10:59:08.070Z,0.45,"24 km SSW of Kanosh, Utah"
2022-03-19T10:53:43.140Z,0.39,"4km ESE of Lake Henshaw, CA"
2022-03-19T10:48:12.572Z,1.60,"29 km SE of Skwentna, Alaska"
2022-03-19T10:47:08.970Z,1.46,"16km W of Searles Valley, CA"
2022-03-19T10:46:34.870Z,2.15,"6 km SSE of Guánica, Puerto Rico"
2022-03-19T10:44:10.738Z,-0.40,"39 km WNW of Indian Springs, Nevada"
2022-03-19T10:44:03.540Z,1.52,"24 km SSW of Kanosh, Utah"
2022-03-19T10:43:44.150Z,0.24,"17 km W of Joseph, Utah"
2022-03-19T10:41:33.090Z,1.52,"9km NNW of Avenal, CA"
2022-03-19T10:36:38.600Z,0.36,"26 km SSW of Kanosh, Utah"
2022-03-19T10:33:38.990Z,0.56,"25 km SSW of Kanosh, Utah"
2022-03-19T10:26:39.167Z,1.50,"30 km SE of Mina, Nevada"
2022-03-19T10:17:04.180Z,0.54,"15km NE of Ridgecrest, CA"
2022-03-19T10:16:06.020Z,0.66,"14km SSE of Anza, CA"
2022-03-19T10:06:03.930Z,1.46,"10km W of Toms Place, CA"
2022-03-19T09:59:30.941Z,5.20,"15 km NE of Bejaïa, Algeria"
2022-03-19T09:58:26.766Z,2.90,"77 km ENE of Ouzinkie, Alaska"
2022-03-19T09:57:19.500Z,1.42,"36km NE of Ensenada, B.C., MX"
2022-03-19T09:54:12.030Z,2.77,"5 km WSW of Fuig, Puerto Rico"
2022-03-19T09:53:11.967Z,3.80,"5 km NW of Ryan Park, Wyoming"
2022-03-19T09:48:41.270Z,1.32,"4 km SSW of Tuttle, Oklahoma"
2022-03-19T09:45:30.260Z,0.85,Oklahoma
2022-03-19T09:44:02.710Z,0.88,"4 km S of Tuttle, Oklahoma"
2022-03-19T09:37:35.021Z,-0.20,"16 km NNW of Sutcliffe, Nevada"
2022-03-19T09:35:53.700Z,1.87,"4 km SW of Pāhala, Hawaii"
2022-03-19T09:34:12.790Z,0.31,"5 km S of Three Forks, Montana"
2022-03-19T09:31:16.921Z,4.20,"37 km S of Londres, Argentina"
2022-03-19T09:25:44.820Z,0.51,"21 km SSW of Boulder, Montana"
2022-03-19T09:16:32.002Z,3.70,"261 km SE of Chiniak, Alaska"
2022-03-19T09:15:03.180Z,0.85,"4km E of Cabazon, CA"
2022-03-19T09:03:34.870Z,1.52,"16 km SSE of Sunnyside, Utah"
2022-03-19T08:54:45.440Z,1.50,"22km WNW of New Idria, CA"
2022-03-19T08:49:43.400Z,1.94,"2 km SSW of Pāhala, Hawaii"
2022-03-19T08:47:51.440Z,1.22,"4km S of Brawley, CA"
2022-03-19T08:47:41.200Z,1.38,"4km S of Brawley, CA"
2022-03-19T08:45:49.300Z,1.23,"4km S of Brawley, CA"
2022-03-19T08:44:28.370Z,1.51,"6km NE of Running Springs, CA"
2022-03-19T08:43:50.440Z,0.75,"28km ENE of Alum Rock, CA"
2022-03-19T08:39:58.160Z,2.62,"6 km SE of Maria Antonia, Puerto Rico"
2022-03-19T08:38:35.047Z,1.50,"7 km ENE of Big Lake, Alaska"
2022-03-19T08:21:10.288Z,2.30,Southern Alaska
2022-03-19T08:21:08.890Z,1.08,"2km NNE of The Geysers, CA"
2022-03-19T08:17:42.570Z,2.25,"7 km E of Pa‘auilo, Hawaii"
2022-03-19T08:16:27.248Z,4.40,"53 km NE of Meulaboh, Indonesia"
2022-03-19T08:00:45.250Z,1.85,"17km S of Mammoth Lakes, CA"
2022-03-19T08:00:14.520Z,1.02,"5 km W of Victor, Idaho"
2022-03-19T07:56:39.823Z,1.50,"45 km SSW of Cantwell, Alaska"
2022-03-19T07:47:24.433Z,-0.10,"2 km NE of Dollar Point, California"
2022-03-19T07:40:17.019Z,1.80,"13 km W of Point Possession, Alaska"
2022-03-19T07:38:55.680Z,2.26,"5km W of Walker, CA"
2022-03-19T07:38:48.460Z,2.11,"5km WNW of Walker, CA"
2022-03-19T07:33:50.315Z,1.00,"2 km WNW of North Pole, Alaska"
2022-03-19T07:23:45.230Z,0.54,"10km SSE of Warner Springs, CA"
2022-03-19T07:21:28.020Z,1.16,"9km S of Warner Springs, CA"
2022-03-19T07:18:07.919Z,4.20,"18 km S of Basotu, Tanzania"
2022-03-19T07:10:05.780Z,1.19,"22 km SSW of Kanosh, Utah"
2022-03-19T07:09:58.240Z,0.47,"1km WSW of Pacifica, CA"
2022-03-19T06:56:15.300Z,0.81,"13km E of Lancaster, CA"
2022-03-19T06:54:14.554Z,-0.20,"34 km WNW of Indian Springs, Nevada"
2022-03-19T06:53:54.130Z,0.86,"18km NW of Parkfield, CA"
2022-03-19T06:40:18.330Z,0.61,"12km WSW of Searles Valley, CA"
2022-03-19T06:39:01.938Z,-0.10,"44 km SE of Beatty, Nevada"
2022-03-19T06:36:41.514Z,4.70,Southwest Indian Ridge
2022-03-19T06:35:07.000Z,1.79,"4 km NNE of Pāhala, Hawaii"
2022-03-19T06:34:21.140Z,0.77,"2km WSW of Middletown, CA"
2022-03-19T06:33:51.330Z,1.37,"31 km E of Kelly, Wyoming"
2022-03-19T06:33:05.620Z,0.98,"7km NW of The Geysers, CA"
2022-03-19T06:31:23.125Z,4.60,"176 km W of Sorong, Indonesia"
2022-03-19T06:30:54.789Z,4.20,"50 km ESE of Port-Olry, Vanuatu"
2022-03-19T06:30:37.150Z,1.24,"4km NE of Day Valley, CA"
2022-03-19T06:27:05.437Z,4.60,"62 km WNW of Arauco, Chile"
2022-03-19T06:24:43.186Z,4.50,"Off the coast of Aisen, Chile"
2022-03-19T06:22:21.782Z,4.20,"69 km E of Khorugh, Tajikistan"
2022-03-19T06:17:42.430Z,2.20,"82 km ENE of Ugashik, Alaska"
2022-03-19T06:11:35.992Z,2.00,"30 km SE of Mina, Nevada"
2022-03-19T06:04:50.210Z,1.02,"6km SW of Gilroy, CA"
2022-03-19T06:01:29.970Z,2.61,"6km SW of Gilroy, CA"
2022-03-19T06:00:58.460Z,2.08,"6km SW of Gilroy, CA"
2022-03-19T05:58:50.260Z,1.71,"16km S of Mammoth Lakes, CA"
2022-03-19T05:58:02.430Z,2.17,"5 km SSE of La Parguera, Puerto Rico"
2022-03-19T05:52:53.548Z,-0.30,"44 km W of Indian Springs, Nevada"
2022-03-19T05:48:52.660Z,0.55,"60 km ESE of West Yellowstone, Montana"
2022-03-19T05:48:47.127Z,1.10,"21 km WSW of Ester, Alaska"
2022-03-19T05:46:05.790Z,0.86,"2km E of Loma Linda, CA"
2022-03-19T05:44:17.325Z,5.00,northern Mid-Atlantic Ridge
2022-03-19T05:43:54.340Z,0.35,"16km WSW of Toms Place, CA"
2022-03-19T05:43:50.040Z,0.47,"9km N of La Verne, CA"
2022-03-19T05:39:18.619Z,4.10,northern Algeria
2022-03-19T05:35:33.520Z,2.19,"14km WSW of Willits, CA"
2022-03-19T05:32:39.070Z,2.44,"13km WSW of Willits, CA"
2022-03-19T05:24:23.739Z,0.80,"5 km WNW of Topaz Lake, Nevada"
2022-03-19T05:23:51.280Z,1.60,"12km SSW of Salton City, CA"
2022-03-19T05:14:51.233Z,1.90,"42 km ENE of Rockport, Massachusetts"
2022-03-19T05:07:12.050Z,1.17,"10km W of Toms Place, CA"
2022-03-19T04:59:43.400Z,0.34,"1km NW of The Geysers, CA"
2022-03-19T04:55:49.750Z,1.49,"5 km ENE of Government Camp, Oregon"
2022-03-19T04:52:08.970Z,0.76,"65 km NE of Nikolski, Alaska"
2022-03-19T04:50:01.555Z,1.40,"25 km ENE of Skwentna, Alaska"
2022-03-19T04:44:49.090Z,2.30,"11 km E of Pāhala, Hawaii"
2022-03-19T04:42:08.200Z,0.36,"8km NW of The Geysers, CA"
2022-03-19T04:39:45.630Z,2.09,"5 km SSE of La Parguera, Puerto Rico"
2022-03-19T04:27:15.488Z,3.00,"9 km WNW of Viola, Kansas"
2022-03-19T04:26:27.802Z,5.00,"142 km SW of Manokwari, Indonesia"
2022-03-19T04:26:10.626Z,2.40,"9 km WNW of Viola, Kansas"
2022-03-19T04:24:14.286Z,4.20,Fiji region
2022-03-19T04:16:41.310Z,0.26,"66 km WNW of Beluga, Alaska"
2022-03-19T04:15:53.110Z,0.77,"66 km NE of Nikolski, Alaska"
2022-03-19T04:12:55.521Z,3.00,"17 km N of Fox River, Alaska"
2022-03-19T04:04:11.290Z,2.44,"4 km WSW of Guánica, Puerto Rico"
2022-03-19T04:02:05.110Z,0.85,"7km WNW of The Geysers, CA"
2022-03-19T03:56:46.609Z,0.93,"12 km E of Crowder, Oklahoma"
2022-03-19T03:54:32.950Z,2.00,"7 km NW of Houston, Alaska"
2022-03-19T03:54:25.046Z,1.30,"5 km ESE of Sierraville, California"
2022-03-19T03:41:49.190Z,0.02,"85 km NNW of Karluk, Alaska"
2022-03-19T03:39:41.280Z,0.85,"8km NW of The Geysers, CA"
2022-03-19T03:33:04.731Z,4.70,"285 km E of Levuka, Fiji"
2022-03-19T03:32:07.340Z,3.05,"4 km SE of La Parguera, Puerto Rico"
2022-03-19T03:31:14.330Z,0.80,"6 km WNW of Topaz Lake, Nevada"
2022-03-19T03:31:13.909Z,4.50,"Luzon, Philippines"
2022-03-19T03:28:01.220Z,0.29,"5 km ENE of Government Camp, Oregon"
